Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner,Unique_Group_ID
Moneyball,Brad Pitt,ACTOR IN A LEADING ROLE,2011,2012,0.94,0.86,False,621
Mongol,Kazakhstan,FOREIGN LANGUAGE FILM,2007,2008,0.87,0.76,False,622
Monsieur Lazhar,Canada,FOREIGN LANGUAGE FILM,2011,2012,0.98,0.86,False,623
Monster,Charlize Theron,ACTRESS IN A LEADING ROLE,2003,2004,0.82,0.81,True,624
Monster,Charlize Theron,ACTRESS IN A LEADING ROLE,2003,2004,0.82,0.81,True,624
Monster House,Gil Kenan,ANIMATED FEATURE FILM,2006,2007,0.75,0.64,False,625
Monster's Ball,Written by Milo Addica & Will Rokos,WRITING (Screenplay Written Directly for the Screen),2001,2002,0.85,0.67,False,626
Monster's Ball,Halle Berry,ACTRESS IN A LEADING ROLE,2001,2002,0.85,0.67,True,626
"Monsters, Inc.",Music and Lyric by Randy Newman,MUSIC (Original Song),2001,2002,0.96,0.9,True,627
"Monsters, Inc.",Music and Lyric by Randy Newman,MUSIC (Original Song),2001,2002,0.96,0.9,True,627
"Monsters, Inc.","Gary Rydstrom, Michael Silvers",SOUND EDITING,2001,2002,0.96,0.9,False,627
"Monsters, Inc.",Randy Newman,MUSIC (Original Score),2001,2002,0.96,0.9,False,627
"Monsters, Inc.","Pete Docter, John Lasseter",ANIMATED FEATURE FILM,2001,2002,0.96,0.9,False,627
"Monsters, Inc.","Gary Rydstrom, Michael Silvers",SOUND EDITING,2001,2002,0.96,0.9,False,627
"Monsters, Inc.",Randy Newman,MUSIC (Original Score),2001,2002,0.96,0.9,False,627
"Monsters, Inc.","Gary Rydstrom, Michael Silvers",SOUND EDITING,2001,2002,0.96,0.9,False,627
"Monsters, Inc.",Randy Newman,MUSIC (Original Score),2001,2002,0.96,0.9,False,627
"Monsters, Inc.","Pete Docter, John Lasseter",ANIMATED FEATURE FILM,2001,2002,0.96,0.9,False,627
"Monsters, Inc.",Music and Lyric by Randy Newman,MUSIC (Original Song),2001,2002,0.96,0.9,True,627
"Monsters, Inc.","Pete Docter, John Lasseter",ANIMATED FEATURE FILM,2001,2002,0.96,0.9,False,627
Moonrise Kingdom,Written by Wes Anderson & Roman Coppola,WRITING (Original Screenplay),2012,2013,0.93,0.86,False,628
Moonstruck,Vincent Gardenia,ACTOR IN A SUPPORTING ROLE,1987,1988,0.89,0.8,False,629
Moonstruck,Cher,ACTRESS IN A LEADING ROLE,1987,1988,0.89,0.8,True,629
Moonstruck,Vincent Gardenia,ACTOR IN A SUPPORTING ROLE,1987,1988,0.89,0.8,False,629
Moonstruck,Norman Jewison,DIRECTING,1987,1988,0.89,0.8,False,629
Moonstruck,Norman Jewison,DIRECTING,1987,1988,0.89,0.8,False,629
Moonstruck,Olympia Dukakis,ACTRESS IN A SUPPORTING ROLE,1987,1988,0.89,0.8,True,629
Moonstruck,Olympia Dukakis,ACTRESS IN A SUPPORTING ROLE,1987,1988,0.89,0.8,True,629
Moonstruck,John Patrick Shanley,WRITING (Screenplay Written Directly for the Screen),1987,1988,0.89,0.8,True,629
Moonstruck,Cher,ACTRESS IN A LEADING ROLE,1987,1988,0.89,0.8,True,629
Moonstruck,"Patrick Palmer and Norman Jewison, Producers",BEST PICTURE,1987,1988,0.89,0.8,False,629
Moonstruck,"Patrick Palmer and Norman Jewison, Producers",BEST PICTURE,1987,1988,0.89,0.8,False,629
Moonstruck,John Patrick Shanley,WRITING (Screenplay Written Directly for the Screen),1987,1988,0.89,0.8,True,629
Morgan!,Vanessa Redgrave,ACTRESS,1966,1967,0.65,0.76,False,630
Morgan!,Jocelyn Rickards,COSTUME DESIGN (Black-and-White),1966,1967,0.65,0.76,False,630
Morning Glory,Katharine Hepburn,ACTRESS,1932,1933,0.64,0.45,True,631
Mr. & Mrs. Bridge,Joanne Woodward,ACTRESS IN A LEADING ROLE,1990,1991,0.82,0.44,False,632
Mr. Holland's Opus,Richard Dreyfuss,ACTOR IN A LEADING ROLE,1995,1996,0.75,0.84,False,633
Mr. Saturday Night,David Paymer,ACTOR IN A SUPPORTING ROLE,1992,1993,0.59,0.38,False,634
Mrs. Doubtfire,"Greg Cannom, Ve Neill, Yolanda Toussieng",MAKEUP,1993,1994,0.7,0.77,True,635
Mrs. Doubtfire,"Greg Cannom, Ve Neill, Yolanda Toussieng",MAKEUP,1993,1994,0.7,0.77,True,635
Mrs. Henderson Presents,Judi Dench,ACTRESS IN A LEADING ROLE,2005,2006,0.68,0.72,False,636
Mrs. Henderson Presents,Sandy Powell,COSTUME DESIGN,2005,2006,0.68,0.72,False,636
Mulan,Bina Daigeler,COSTUME DESIGN,2020,2021,0.86,0.85,False,637
Mulan,"Sean Faden, Anders Langlands, Seth Maury and Steve Ingram",VISUAL EFFECTS,2020,2021,0.86,0.85,False,637
Mulan,Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,MUSIC (Original Musical or Comedy Score),1998,1999,0.86,0.85,False,637
Mulan,Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,MUSIC (Original Musical or Comedy Score),1998,1999,0.86,0.85,False,637
Mulan,"Sean Faden, Anders Langlands, Seth Maury and Steve Ingram",VISUAL EFFECTS,2020,2021,0.86,0.85,False,637
Mulan,Bina Daigeler,COSTUME DESIGN,2020,2021,0.86,0.85,False,637
Munich,Steven Spielberg,DIRECTING,2005,2006,0.78,0.83,False,638
Munich,Michael Kahn,FILM EDITING,2005,2006,0.78,0.83,False,638
Munich,Screenplay by Tony Kushner and Eric Roth,WRITING (Adapted Screenplay),2005,2006,0.78,0.83,False,638
Munich,John Williams,MUSIC (Original Score),2005,2006,0.78,0.83,False,638
Munich,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",BEST PICTURE,2005,2006,0.78,0.83,False,638
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True,639
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True,639
Murder on the Orient Express,Paul Dehn,WRITING (Screenplay Adapted from Other Material),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Tony Walton,COSTUME DESIGN,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Richard Rodney Bennett,MUSIC (Original Dramatic Score),1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,1974,1975,0.9,0.78,True,639
Murder on the Orient Express,Geoffrey Unsworth,CINEMATOGRAPHY,1974,1975,0.9,0.78,False,639
Murder on the Orient Express,Albert Finney,ACTOR,1974,1975,0.9,0.78,False,639
Murphy's Romance,William A. Fraker,CINEMATOGRAPHY,1985,1986,0.73,0.75,False,640
Murphy's Romance,James Garner,ACTOR IN A LEADING ROLE,1985,1986,0.73,0.75,False,640
Music of the Heart,Music and Lyric by Diane Warren,MUSIC (Original Song),1999,2000,0.64,0.72,False,641
Music of the Heart,Meryl Streep,ACTRESS IN A LEADING ROLE,1999,2000,0.64,0.72,False,641
My Beautiful Laundrette,Hanif Kureishi,WRITING (Screenplay Written Directly for the Screen),1986,1987,0.98,0.74,False,642
My Best Friend's Wedding,James Newton Howard,MUSIC (Original Musical or Comedy Score),1997,1998,0.74,0.73,False,643
My Best Friend's Wedding,James Newton Howard,MUSIC (Original Musical or Comedy Score),1997,1998,0.74,0.73,False,643
My Big Fat Greek Wedding,Written by Nia Vardalos,WRITING (Original Screenplay),2002,2003,0.76,0.73,False,644
My Big Fat Greek Wedding,Written by Nia Vardalos,WRITING (Original Screenplay),2002,2003,0.76,0.73,False,644
My Brilliant Career,Anna Senior,COSTUME DESIGN,1980,1981,0.86,0.66,False,645
My Cousin Rachel,"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott",ART DIRECTION (Black-and-White),1952,1953,0.6,0.74,False,646
My Cousin Rachel,Richard Burton,ACTOR IN A SUPPORTING ROLE,1952,1953,0.6,0.74,False,646
My Cousin Rachel,"Charles LeMaire, Dorothy Jeakins",COSTUME DESIGN (Black-and-White),1952,1953,0.6,0.74,False,646
My Cousin Rachel,Joseph LaShelle,CINEMATOGRAPHY (Black-and-White),1952,1953,0.6,0.74,False,646
My Cousin Vinny,Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,1992,1993,0.87,0.87,True,647
My Favorite Year,Peter O'Toole,ACTOR IN A LEADING ROLE,1982,1983,0.97,0.84,False,648
My Left Foot,Daniel Day Lewis,ACTOR IN A LEADING ROLE,1989,1990,0.98,0.92,True,649
My Left Foot,Jim Sheridan,DIRECTING,1989,1990,0.98,0.92,False,649
My Left Foot,"Noel Pearson, Producer",BEST PICTURE,1989,1990,0.98,0.92,False,649
My Left Foot,"Jim Sheridan, Shane Connaughton",WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.98,0.92,False,649
My Left Foot,Brenda Fricker,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.98,0.92,True,649
Mystic River,Screenplay by Brian Helgeland,WRITING (Adapted Screenplay),2003,2004,0.89,0.89,False,650
Mystic River,Sean Penn,ACTOR IN A LEADING ROLE,2003,2004,0.89,0.89,True,650
Mystic River,Tim Robbins,ACTOR IN A SUPPORTING ROLE,2003,2004,0.89,0.89,True,650
Mystic River,Marcia Gay Harden,ACTRESS IN A SUPPORTING ROLE,2003,2004,0.89,0.89,False,650
Mystic River,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",BEST PICTURE,2003,2004,0.89,0.89,False,650
Mystic River,Clint Eastwood,DIRECTING,2003,2004,0.89,0.89,False,650
Nashville,Lily Tomlin,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.89,0.84,False,651
Nashville,"Robert Altman, Producer",BEST PICTURE,1975,1976,0.89,0.84,False,651
Nashville,Music and Lyrics by Keith Carradine,MUSIC (Original Song),1975,1976,0.89,0.84,True,651
Nashville,Robert Altman,DIRECTING,1975,1976,0.89,0.84,False,651
Nashville,Ronee Blakley,ACTRESS IN A SUPPORTING ROLE,1975,1976,0.89,0.84,False,651
Nebraska,"Albert Berger and Ron Yerxa, Producers",BEST PICTURE,2013,2014,0.91,0.83,False,652
Nebraska,Phedon Papamichael,CINEMATOGRAPHY,2013,2014,0.91,0.83,False,652
Nebraska,Alexander Payne,DIRECTING,2013,2014,0.91,0.83,False,652
Nebraska,June Squibb,ACTRESS IN A SUPPORTING ROLE,2013,2014,0.91,0.83,False,652
Nebraska,Written by Bob Nelson,WRITING (Original Screenplay),2013,2014,0.91,0.83,False,652
Nebraska,Bruce Dern,ACTOR IN A LEADING ROLE,2013,2014,0.91,0.83,False,652
Nell,Jodie Foster,ACTRESS IN A LEADING ROLE,1994,1995,0.57,0.64,False,653
Network,Ned Beatty,ACTOR IN A SUPPORTING ROLE,1976,1977,0.91,0.93,False,654
Network,"Howard Gottfried, Producer",BEST PICTURE,1976,1977,0.91,0.93,False,654
Network,Paddy Chayefsky,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1976,1977,0.91,0.93,True,654
Network,Alan Heim,FILM EDITING,1976,1977,0.91,0.93,False,654
Network,Sidney Lumet,DIRECTING,1976,1977,0.91,0.93,False,654
Network,Peter Finch,ACTOR IN A LEADING ROLE,1976,1977,0.91,0.93,True,654
Network,Owen Roizman,CINEMATOGRAPHY,1976,1977,0.91,0.93,False,654
Network,Beatrice Straight,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.91,0.93,True,654
Network,Faye Dunaway,ACTRESS IN A LEADING ROLE,1976,1977,0.91,0.93,True,654
Network,William Holden,ACTOR IN A LEADING ROLE,1976,1977,0.91,0.93,False,654
Never Cry Wolf,"Alan R. Splet, Todd Boekelheide, Randy Thom, David Parker",SOUND,1983,1984,1.0,0.84,False,655
News of the World,"Oliver Tarney, Mike Prestwood Smith, William Miller and John Pritchett",SOUND,2020,2021,0.88,0.89,False,656
News of the World,James Newton Howard,MUSIC (Original Score),2020,2021,0.88,0.89,False,656
News of the World,Production Design: David Crank; Set Decoration: Elizabeth Keenan,PRODUCTION DESIGN,2020,2021,0.88,0.89,False,656
News of the World,Dariusz Wolski,CINEMATOGRAPHY,2020,2021,0.88,0.89,False,656
Nightcrawler,Written by Dan Gilroy,WRITING (Original Screenplay),2014,2015,0.95,0.86,False,657
Nightmare Alley,Dan Laustsen,CINEMATOGRAPHY,2021,2022,0.88,0.86,False,658
Nightmare Alley,Production Design: Tamara Deverell; Set Decoration: Shane Vieau,PRODUCTION DESIGN,2021,2022,0.88,0.86,False,658
Nightmare Alley,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers",BEST PICTURE,2021,2022,0.88,0.86,False,658
Nightmare Alley,Luis Sequeira,COSTUME DESIGN,2021,2022,0.88,0.86,False,658
Nimona,"Nick Bruno, Troy Quane, Karen Ryan and Julie Zackary",ANIMATED FEATURE FILM,2023,2024,0.92,0.91,False,659
Nixon,John Williams,MUSIC (Original Dramatic Score),1995,1996,0.75,0.74,False,660
Nixon,Joan Allen,ACTRESS IN A SUPPORTING ROLE,1995,1996,0.75,0.74,False,660
Nixon,Anthony Hopkins,ACTOR IN A LEADING ROLE,1995,1996,0.75,0.74,False,660
Nixon,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",WRITING (Screenplay Written Directly for the Screen),1995,1996,0.75,0.74,False,660
No Country for Old Men,Javier Bardem,ACTOR IN A SUPPORTING ROLE,2007,2008,0.93,0.86,True,661
No Country for Old Men,Skip Lievsay,SOUND EDITING,2007,2008,0.93,0.86,False,661
No Country for Old Men,Roger Deakins,CINEMATOGRAPHY,2007,2008,0.93,0.86,False,661
No Country for Old Men,Joel Coen and Ethan Coen,DIRECTING,2007,2008,0.93,0.86,True,661
No Country for Old Men,Roderick Jaynes,FILM EDITING,2007,2008,0.93,0.86,False,661
No Country for Old Men,Written for the screen by Joel Coen & Ethan Coen,WRITING (Adapted Screenplay),2007,2008,0.93,0.86,True,661
No Country for Old Men,"Scott Rudin, Ethan Coen and Joel Coen, Producers",BEST PICTURE,2007,2008,0.93,0.86,True,661
No Country for Old Men,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",SOUND MIXING,2007,2008,0.93,0.86,False,661
No Man's Land,Bosnia & Herzegovina,FOREIGN LANGUAGE FILM,2001,2002,0.93,0.92,True,662
No Man's Land,Bosnia & Herzegovina,FOREIGN LANGUAGE FILM,2001,2002,0.93,0.92,True,662
No Man's Land,Bosnia & Herzegovina,FOREIGN LANGUAGE FILM,2001,2002,0.93,0.92,True,662
Nomadland,Written for the screen by Chloé Zhao,WRITING (Adapted Screenplay),2020,2021,0.93,0.82,False,663
Nomadland,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",BEST PICTURE,2020,2021,0.93,0.82,True,663
Nomadland,Frances McDormand,ACTRESS IN A LEADING ROLE,2020,2021,0.93,0.82,True,663
Nomadland,Joshua James Richards,CINEMATOGRAPHY,2020,2021,0.93,0.82,False,663
Nomadland,Chloé Zhao,FILM EDITING,2020,2021,0.93,0.82,False,663
Nomadland,Chloé Zhao,DIRECTING,2020,2021,0.93,0.82,True,663
Norbit,Rick Baker and Kazuhiro Tsuji,MAKEUP,2007,2008,0.09,0.53,False,664
Norma Rae,Sally Field,ACTRESS IN A LEADING ROLE,1979,1980,0.91,0.79,True,665
Norma Rae,Music by David Shire; Lyric by Norman Gimbel,MUSIC (Original Song),1979,1980,0.91,0.79,True,665
Norma Rae,"Irving Ravetch, Harriet Frank, Jr.",WRITING (Screenplay Based on Material from Another Medium),1979,1980,0.91,0.79,False,665
Norma Rae,"Tamara Asseyev and Alex Rose, Producers",BEST PICTURE,1979,1980,0.91,0.79,False,665
North Country,Charlize Theron,ACTRESS IN A LEADING ROLE,2005,2006,0.7,0.76,False,666
North Country,Frances McDormand,ACTRESS IN A SUPPORTING ROLE,2005,2006,0.7,0.76,False,666
Notes on a Scandal,Screenplay by Patrick Marber,WRITING (Adapted Screenplay),2006,2007,0.88,0.83,False,667
Notes on a Scandal,Judi Dench,ACTRESS IN A LEADING ROLE,2006,2007,0.88,0.83,False,667
Notes on a Scandal,Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,2006,2007,0.88,0.83,False,667
Notes on a Scandal,Philip Glass,MUSIC (Original Score),2006,2007,0.88,0.83,False,667
Nyad,Annette Bening,ACTRESS IN A LEADING ROLE,2023,2024,0.85,0.87,False,668
Nyad,Jodie Foster,ACTRESS IN A SUPPORTING ROLE,2023,2024,0.85,0.87,False,668
"O Brother, Where Art Thou?",Roger Deakins,CINEMATOGRAPHY,2000,2001,0.78,0.89,False,669
"O Brother, Where Art Thou?",Written by Ethan Coen & Joel Coen,WRITING (Screenplay Based on Material Previously Produced or Published),2000,2001,0.78,0.89,False,669
"Oh, God!",Larry Gelbart,WRITING (Screenplay--based on material from another medium),1977,1978,0.75,0.59,False,670
"Oh, God!",Larry Gelbart,WRITING (Screenplay--based on material from another medium),1977,1978,0.75,0.59,False,670
On Any Sunday,"Bruce Brown, Producer",DOCUMENTARY (Feature),1971,1972,0.83,0.84,False,671
On Golden Pond,Dave Grusin,MUSIC (Original Score),1981,1982,0.91,0.87,False,672
On Golden Pond,Henry Fonda,ACTOR IN A LEADING ROLE,1981,1982,0.91,0.87,True,672
On Golden Pond,Jane Fonda,ACTRESS IN A SUPPORTING ROLE,1981,1982,0.91,0.87,False,672
On Golden Pond,Ernest Thompson,WRITING (Screenplay Based on Material from Another Medium),1981,1982,0.91,0.87,True,672
On Golden Pond,Henry Fonda,ACTOR IN A LEADING ROLE,1981,1982,0.91,0.87,True,672
On Golden Pond,Jane Fonda,ACTRESS IN A SUPPORTING ROLE,1981,1982,0.91,0.87,False,672
On Golden Pond,Ernest Thompson,WRITING (Screenplay Based on Material from Another Medium),1981,1982,0.91,0.87,True,672
On Golden Pond,Billy Williams,CINEMATOGRAPHY,1981,1982,0.91,0.87,False,672
On Golden Pond,Dave Grusin,MUSIC (Original Score),1981,1982,0.91,0.87,False,672
On Golden Pond,Mark Rydell,DIRECTING,1981,1982,0.91,0.87,False,672
On Golden Pond,Billy Williams,CINEMATOGRAPHY,1981,1982,0.91,0.87,False,672
On Golden Pond,Mark Rydell,DIRECTING,1981,1982,0.91,0.87,False,672
On Golden Pond,Robert L. Wolfe,FILM EDITING,1981,1982,0.91,0.87,False,672
On Golden Pond,"Richard Portman, David Ronne",SOUND,1981,1982,0.91,0.87,False,672
On Golden Pond,Robert L. Wolfe,FILM EDITING,1981,1982,0.91,0.87,False,672
On Golden Pond,"Bruce Gilbert, Producer",BEST PICTURE,1981,1982,0.91,0.87,False,672
On Golden Pond,"Bruce Gilbert, Producer",BEST PICTURE,1981,1982,0.91,0.87,False,672
On Golden Pond,Katharine Hepburn,ACTRESS IN A LEADING ROLE,1981,1982,0.91,0.87,True,672
On Golden Pond,"Richard Portman, David Ronne",SOUND,1981,1982,0.91,0.87,False,672
On Golden Pond,Katharine Hepburn,ACTRESS IN A LEADING ROLE,1981,1982,0.91,0.87,True,672
Once,Music and Lyric by Glen Hansard and Marketa Irglova,MUSIC (Original Song),2007,2008,0.97,0.91,True,673
One True Thing,Meryl Streep,ACTRESS IN A LEADING ROLE,1998,1999,0.87,0.71,False,674
Onward,Dan Scanlon and Kori Rae,ANIMATED FEATURE FILM,2020,2021,0.88,0.95,False,675
Onward,Dan Scanlon and Kori Rae,ANIMATED FEATURE FILM,2020,2021,0.88,0.95,False,675
Ordinary People,Timothy Hutton,ACTOR IN A SUPPORTING ROLE,1980,1981,0.89,0.88,True,676
Ordinary People,Alvin Sargent,WRITING (Screenplay Based on Material from Another Medium),1980,1981,0.89,0.88,True,676
Ordinary People,"Ronald L. Schwary, Producer",BEST PICTURE,1980,1981,0.89,0.88,True,676
Ordinary People,Robert Redford,DIRECTING,1980,1981,0.89,0.88,True,676
Ordinary People,Judd Hirsch,ACTOR IN A SUPPORTING ROLE,1980,1981,0.89,0.88,False,676
Ordinary People,Mary Tyler Moore,ACTRESS IN A LEADING ROLE,1980,1981,0.89,0.88,False,676
Orlando,Sandy Powell,COSTUME DESIGN,1993,1994,0.84,0.82,False,677
Orlando,"Art Direction:  Ben Van Os, Jan Roelfs",ART DIRECTION,1993,1994,0.84,0.82,False,677
Oscar and Lucinda,Janet Patterson,COSTUME DESIGN,1997,1998,0.67,0.65,False,678
Out of Africa,David Watkin,CINEMATOGRAPHY,1985,1986,0.62,0.82,True,679
Out of Africa,Milena Canonero,COSTUME DESIGN,1985,1986,0.62,0.82,False,679
Out of Africa,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,ART DIRECTION,1985,1986,0.62,0.82,True,679
Out of Africa,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,ART DIRECTION,1985,1986,0.62,0.82,True,679
Out of Africa,Klaus Maria Brandauer,ACTOR IN A SUPPORTING ROLE,1985,1986,0.62,0.82,False,679
Out of Africa,Milena Canonero,COSTUME DESIGN,1985,1986,0.62,0.82,False,679
Out of Africa,"Sydney Pollack, Producer",BEST PICTURE,1985,1986,0.62,0.82,True,679
Out of Africa,"Sydney Pollack, Producer",BEST PICTURE,1985,1986,0.62,0.82,True,679
Out of Africa,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",SOUND,1985,1986,0.62,0.82,True,679
Out of Africa,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",SOUND,1985,1986,0.62,0.82,True,679
Out of Africa,David Watkin,CINEMATOGRAPHY,1985,1986,0.62,0.82,True,679
Out of Africa,John Barry,MUSIC (Original Score),1985,1986,0.62,0.82,True,679
Out of Africa,Sydney Pollack,DIRECTING,1985,1986,0.62,0.82,True,679
Out of Africa,Sydney Pollack,DIRECTING,1985,1986,0.62,0.82,True,679
Out of Africa,John Barry,MUSIC (Original Score),1985,1986,0.62,0.82,True,679
Out of Africa,Meryl Streep,ACTRESS IN A LEADING ROLE,1985,1986,0.62,0.82,False,679
Out of Africa,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",FILM EDITING,1985,1986,0.62,0.82,False,679
Out of Africa,Klaus Maria Brandauer,ACTOR IN A SUPPORTING ROLE,1985,1986,0.62,0.82,False,679
Out of Africa,Meryl Streep,ACTRESS IN A LEADING ROLE,1985,1986,0.62,0.82,False,679
Out of Africa,Kurt Luedtke,WRITING (Screenplay Based on Material from Another Medium),1985,1986,0.62,0.82,True,679
Out of Africa,Kurt Luedtke,WRITING (Screenplay Based on Material from Another Medium),1985,1986,0.62,0.82,True,679
Out of Africa,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",FILM EDITING,1985,1986,0.62,0.82,False,679
Outland,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",SOUND,1981,1982,0.54,0.54,False,680
Pan's Labyrinth,Mexico,FOREIGN LANGUAGE FILM,2006,2007,0.95,0.91,False,681
Pan's Labyrinth,David Martí and Montse Ribé,MAKEUP,2006,2007,0.95,0.91,True,681
Pan's Labyrinth,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,ART DIRECTION,2006,2007,0.95,0.91,True,681
Pan's Labyrinth,Javier Navarrete,MUSIC (Original Score),2006,2007,0.95,0.91,False,681
Pan's Labyrinth,Written by Guillermo del Toro,WRITING (Original Screenplay),2006,2007,0.95,0.91,False,681
Pan's Labyrinth,Guillermo Navarro,CINEMATOGRAPHY,2006,2007,0.95,0.91,True,681
Paper Moon,Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.9,0.94,False,682
Paper Moon,"Richard Portman, Les Fresholtz",SOUND,1973,1974,0.9,0.94,False,682
Paper Moon,"Richard Portman, Les Fresholtz",SOUND,1973,1974,0.9,0.94,False,682
Paper Moon,Tatum O'Neal,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.9,0.94,True,682
Paper Moon,Tatum O'Neal,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.9,0.94,True,682
Paper Moon,Alvin Sargent,WRITING (Screenplay--based on material from another medium),1973,1974,0.9,0.94,False,682
Paper Moon,Alvin Sargent,WRITING (Screenplay--based on material from another medium),1973,1974,0.9,0.94,False,682
Paper Moon,Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.9,0.94,False,682
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False,683
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False,683
Papillon,Jerry Goldsmith,MUSIC (Original Dramatic Score),1973,1974,0.72,0.9,False,683
ParaNorman,Sam Fell and Chris Butler,ANIMATED FEATURE FILM,2012,2013,0.89,0.72,False,684
Parenthood,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.92,0.76,False,685
Parenthood,Music and Lyric by Randy Newman,MUSIC (Original Song),1989,1990,0.92,0.76,False,685
Parenthood,Music and Lyric by Randy Newman,MUSIC (Original Song),1989,1990,0.92,0.76,False,685
Parenthood,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,1989,1990,0.92,0.76,False,685
Paris 36,Music by Reinhardt Wagner; Lyric by Frank Thomas,MUSIC (Original Song),2009,2010,0.64,0.57,False,686
Passion Fish,John Sayles,WRITING (Screenplay Written Directly for the Screen),1992,1993,1.0,0.82,False,687
Passion Fish,Mary McDonnell,ACTRESS IN A LEADING ROLE,1992,1993,1.0,0.82,False,687
Past Lives,"David Hinojosa, Christine Vachon and Pamela Koffler, Producers",BEST PICTURE,2023,2024,0.95,0.84,False,688
Past Lives,Written by Celine Song,WRITING (Original Screenplay),2023,2024,0.95,0.84,False,688
Patch Adams,Marc Shaiman,MUSIC (Original Musical or Comedy Score),1998,1999,0.21,0.73,False,689
Patch Adams,Marc Shaiman,MUSIC (Original Musical or Comedy Score),1998,1999,0.21,0.73,False,689
Pathfinder,Norway,FOREIGN LANGUAGE FILM,1987,1988,0.09,0.36,False,690
Patton,Alex Weldon,SPECIAL VISUAL EFFECTS,1970,1971,0.91,0.93,False,691
Patton,"Francis Ford Coppola, Edmund H. North",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.91,0.93,True,691
Patton,"Francis Ford Coppola, Edmund H. North",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.91,0.93,True,691
Patton,Alex Weldon,SPECIAL VISUAL EFFECTS,1970,1971,0.91,0.93,False,691
Patton,"Douglas Williams, Don Bassman",SOUND,1970,1971,0.91,0.93,True,691
Patton,"Douglas Williams, Don Bassman",SOUND,1970,1971,0.91,0.93,True,691
